Timestamp,TotalRequests,RejectedRequests,ProbabilityOfRejection,AverageBufferTime,AverageProcessingTime,Specialist1Load,Specialist2Load,Specialist3Load,Specialist4Load,Specialist5Load,Specialist6Load,Specialist7Load,Specialist8Load,Specialist9Load,Specialist10Load
2024-12-19T11:53:27.9635501+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.0643316+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.1654199+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.2660544+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.3663117+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.4665357+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.5669686+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.6679177+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.7689718+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.8697029+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:28.9709334+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.0715629+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.171787+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.2730315+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.3737582+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.4743959+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.5749098+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.6757442+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.7760158+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.8764493+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:29.9767242+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.0777906+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.1784289+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.2794647+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.3797368+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.4801638+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.5807946+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.6813761+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.7824489+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.8826078+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:30.9832203+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.0834945+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.1841543+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.2848104+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.3855723+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.4862411+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.5872223+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.687414+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.7881759+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.8892265+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:31.9903836+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.0911496+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.1918125+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.2925408+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.3930007+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.4938792+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.5948635+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.6956564+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.7958729+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.8970785+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:32.9977436+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.0984176+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.1988696+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.2997432+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.4009009+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.5015615+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.602146+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.7031729+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.8039293+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:33.9045584+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.0056482+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.1061275+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.2064325+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.3070084+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.407678+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.5082325+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.6091637+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.7100577+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.8104999+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:34.9111472+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.0122399+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.1125898+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.2132539+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.313707+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.4148684+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.5159261+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.6170732+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.7179076+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.8189621+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:35.9194593+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.0195817+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.1197563+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.2203007+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.3212886+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.4223242+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.5223972+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.6232238+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.7233778+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.8242684+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:36.9252142+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.0256454+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.1268565+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.2277214+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.3284344+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.4294956+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.530237+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.6307022+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.7308923+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.8320124+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
2024-12-19T11:53:37.9326354+03:00,538,48,0.0892,290.719424,39.890495,0.1633,0.1429,0.1633,0.2041,0.1837,0.1224,0.1837,0.1224,0.2245,0.1429
